timestamp,date,value,classification,
1567229400,43708.00 ,20,Extreme Fear,#N/A
1567315800,43474.00 ,24,Extreme Fear,#N/A
1567402200,43505.00 ,28,Fear,#N/A
1567488600,43533.00 ,41,Fear,#N/A
1567575000,43564.00 ,43,Fear,#N/A
1567661400,43594.00 ,41,Fear,#N/A
1567747800,43625.00 ,43,Fear,#N/A
1567834200,43655.00 ,39,Fear,#N/A
1567920600,43686.00 ,43,Fear,#N/A
1568007000,43717.00 ,41,Fear,#N/A
1568093400,43747.00 ,41,Fear,#N/A
1568179800,43778.00 ,38,Fear,#N/A
1568266200,43808.00 ,39,Fear,#N/A
1568352600,43721.00 ,38,Fear,#N/A
1568439000,43722.00 ,39,Fear,#N/A
1568525400,43723.00 ,38,Fear,#N/A
1568611800,43724.00 ,38,Fear,#N/A
1568698200,43725.00 ,41,Fear,#N/A
1568784600,43726.00 ,38,Fear,#N/A
1568871000,43727.00 ,31,Fear,#N/A
1568957400,43728.00 ,41,Fear,#N/A
1569043800,43729.00 ,37,Fear,#N/A
1569130200,43730.00 ,37,Fear,#N/A
1569216600,43731.00 ,41,Fear,#N/A
1569303000,43732.00 ,39,Fear,#N/A
1569389400,43733.00 ,15,Extreme Fear,#N/A
1569475800,43734.00 ,12,Extreme Fear,#N/A
1569562200,43735.00 ,24,Extreme Fear,#N/A
1569648600,43736.00 ,32,Fear,#N/A
1569735000,43737.00 ,33,Fear,#N/A
1569821400,43738.00 ,27,Fear,#N/A
1569907800,43475.00 ,38,Fear,#N/A
1569994200,43506.00 ,39,Fear,#N/A
1570080600,43534.00 ,37,Fear,#N/A
1570167000,43565.00 ,30,Fear,#N/A
1570253400,43595.00 ,31,Fear,#N/A
1570339800,43626.00 ,32,Fear,#N/A
1570426200,43656.00 ,27,Fear,#N/A
1570512600,43687.00 ,39,Fear,#N/A
1570599000,43718.00 ,37,Fear,#N/A
1570685400,43748.00 ,41,Fear,#N/A
1570771800,43779.00 ,39,Fear,#N/A
1570858200,43809.00 ,38,Fear,#N/A
1570944600,43751.00 ,38,Fear,#N/A
1571031000,43752.00 ,37,Fear,#N/A
1571117400,43753.00 ,39,Fear,#N/A
1571203800,43754.00 ,40,Fear,#N/A
1571290200,43755.00 ,40,Fear,#N/A
1571376600,43756.00 ,40,Fear,#N/A
1571463000,43757.00 ,41,Fear,#N/A
1571549400,43758.00 ,37,Fear,#N/A
1571635800,43759.00 ,37,Fear,#N/A
1571722200,43760.00 ,39,Fear,#N/A
1571808600,43761.00 ,33,Fear,#N/A
1571895000,43762.00 ,20,Extreme Fear,#N/A
1571981400,43763.00 ,24,Extreme Fear,#N/A
1572067800,43764.00 ,53,Neutral,#N/A
1572154200,43765.00 ,50,Neutral,#N/A
1572240600,43766.00 ,52,Neutral,#N/A
1572327000,43767.00 ,54,Neutral,#N/A
1572413400,43768.00 ,53,Neutral,#N/A
1572499800,43769.00 ,50,Neutral,#N/A
1572586200,43476.00 ,49,Neutral,#N/A
1572672600,43507.00 ,51,Neutral,#N/A
1572759000,43535.00 ,56,Greed,#N/A
1572845400,43566.00 ,49,Neutral,#N/A
1572931800,43596.00 ,54,Neutral,#N/A
1573018200,43627.00 ,53,Neutral,#N/A
1573104600,43657.00 ,54,Neutral,#N/A
1573191000,43688.00 ,42,Fear,#N/A
1573277400,43719.00 ,38,Fear,#N/A
1573363800,43749.00 ,39,Fear,#N/A
1573450200,43780.00 ,40,Fear,#N/A
1573536600,43810.00 ,39,Fear,#N/A
1573623000,43782.00 ,38,Fear,#N/A
1573709400,43783.00 ,41,Fear,#N/A
1573795800,43784.00 ,38,Fear,#N/A
1573882200,43785.00 ,41,Fear,#N/A
1573968600,43786.00 ,38,Fear,#N/A
1574055000,43787.00 ,38,Fear,#N/A
1574141400,43788.00 ,32,Fear,#N/A
1574227800,43789.00 ,32,Fear,#N/A
1574314200,43790.00 ,30,Fear,#N/A
1574400600,43791.00 ,20,Extreme Fear,#N/A
1574487000,43792.00 ,23,Extreme Fear,#N/A
1574573400,43793.00 ,21,Extreme Fear,#N/A
1574659800,43794.00 ,17,Extreme Fear,#N/A
1574746200,43795.00 ,21,Extreme Fear,#N/A
1574832600,43796.00 ,20,Extreme Fear,#N/A
1574919000,43797.00 ,32,Fear,#N/A
1575005400,43798.00 ,31,Fear,#N/A
1575091800,43799.00 ,38,Fear,#N/A
1575178200,43477.00 ,25,Fear,#N/A
1575264600,43508.00 ,28,Fear,#N/A
1575351000,43536.00 ,28,Fear,#N/A
1575437400,43567.00 ,24,Extreme Fear,#N/A
1575523800,43597.00 ,21,Extreme Fear,#N/A
1575610200,43628.00 ,29,Fear,#N/A
1575696600,43658.00 ,32,Fear,#N/A
1575783000,43689.00 ,28,Fear,#N/A
1575869400,43720.00 ,32,Fear,#N/A
1575955800,43750.00 ,26,Fear,#N/A
1576042200,43781.00 ,20,Extreme Fear,#N/A
1576128600,43811.00 ,23,Extreme Fear,#N/A
1576215000,43812.00 ,22,Extreme Fear,#N/A
1576301400,43813.00 ,27,Fear,#N/A
1576387800,43814.00 ,21,Extreme Fear,#N/A
1576474200,43815.00 ,24,Extreme Fear,#N/A
1576560600,43816.00 ,23,Extreme Fear,#N/A
1576647000,43817.00 ,15,Extreme Fear,#N/A
1576733400,43818.00 ,21,Extreme Fear,#N/A
1576819800,43819.00 ,23,Extreme Fear,#N/A
1576906200,43820.00 ,23,Extreme Fear,#N/A
1576992600,43821.00 ,20,Extreme Fear,#N/A
1577079000,43822.00 ,33,Fear,#N/A
1577165400,43823.00 ,25,Fear,#N/A
1577251800,43824.00 ,22,Extreme Fear,#N/A
1577338200,43825.00 ,39,Fear,#N/A
1577424600,43826.00 ,38,Fear,#N/A
1577511000,43827.00 ,37,Fear,#N/A
1577597400,43828.00 ,37,Fear,#N/A
1577683800,43829.00 ,40,Fear,#N/A
1577770200,43830.00 ,38,Fear,#N/A
1577856600,43831.00 ,37,Fear,#N/A
1577943000,43862.00 ,39,Fear,#N/A
1578029400,43891.00 ,38,Fear,#N/A
1578115800,43922.00 ,38,Fear,#N/A
1578202200,43952.00 ,39,Fear,#N/A
1578288600,43983.00 ,41,Fear,#N/A
1578375000,44013.00 ,40,Fear,#N/A
1578461400,44044.00 ,51,Neutral,#N/A
1578547800,44075.00 ,44,Fear,#N/A
1578634200,44105.00 ,41,Fear,#N/A
1578720600,44136.00 ,50,Neutral,#N/A
1578807000,44166.00 ,45,Neutral,#N/A
1578893400,43843.00 ,49,Neutral,#N/A
1578979800,43844.00 ,56,Greed,#N/A
1579066200,43845.00 ,54,Neutral,#N/A
1579152600,43846.00 ,55,Greed,#N/A
1579239000,43847.00 ,54,Neutral,#N/A
1579325400,43848.00 ,51,Neutral,#N/A
1579411800,43849.00 ,53,Neutral,#N/A
1579498200,43850.00 ,48,Neutral,#N/A
1579584600,43851.00 ,49,Neutral,#N/A
1579671000,43852.00 ,52,Neutral,#N/A
1579757400,43853.00 ,49,Neutral,#N/A
1579843800,43854.00 ,40,Fear,#N/A
1579930200,43855.00 ,41,Fear,#N/A
1580016600,43856.00 ,42,Fear,#N/A
1580103000,43857.00 ,50,Neutral,#N/A
1580189400,43858.00 ,54,Neutral,#N/A
1580275800,43859.00 ,57,Greed,#N/A
1580362200,43860.00 ,57,Greed,#N/A
1580448600,43861.00 ,55,Greed,#N/A
1580535000,43832.00 ,57,Greed,#N/A
1580621400,43863.00 ,57,Greed,#N/A
1580707800,43892.00 ,59,Greed,#N/A
1580794200,43923.00 ,56,Greed,#N/A
1580880600,43953.00 ,53,Neutral,#N/A
1580967000,43984.00 ,61,Greed,#N/A
1581053400,44014.00 ,56,Greed,#N/A
1581139800,44045.00 ,56,Greed,#N/A
1581226200,44076.00 ,56,Greed,#N/A
1581312600,44106.00 ,57,Greed,#N/A
1581399000,44137.00 ,52,Neutral,#N/A
1581485400,44167.00 ,61,Greed,#N/A
1581571800,43874.00 ,65,Greed,#N/A
1581658200,43875.00 ,63,Greed,#N/A
1581744600,43876.00 ,64,Greed,#N/A
1581831000,43877.00 ,59,Greed,#N/A
1581917400,43878.00 ,49,Neutral,#N/A
1582003800,43879.00 ,53,Neutral,#N/A
1582090200,43880.00 ,50,Neutral,#N/A
1582176600,43881.00 ,44,Fear,#N/A
1582263000,43882.00 ,44,Fear,#N/A
1582349400,43883.00 ,43,Fear,#N/A
1582435800,43884.00 ,46,Neutral,#N/A
1582522200,43885.00 ,46,Neutral,#N/A
1582608600,43886.00 ,44,Fear,#N/A
1582695000,43887.00 ,41,Fear,#N/A
1582781400,43888.00 ,39,Fear,#N/A
1582867800,43889.00 ,40,Fear,#N/A
1582954200,43890.00 ,38,Fear,#N/A
1583040600,43833.00 ,39,Fear,#N/A
1583127000,43864.00 ,38,Fear,#N/A
1583213400,43893.00 ,38,Fear,#N/A
1583299800,43924.00 ,40,Fear,#N/A
1583386200,43954.00 ,41,Fear,#N/A
1583472600,43985.00 ,39,Fear,#N/A
1583559000,44015.00 ,38,Fear,#N/A
1583645400,44046.00 ,33,Fear,#N/A
1583731800,44077.00 ,17,Extreme Fear,#N/A
1583818200,44107.00 ,16,Extreme Fear,#N/A
1583904600,44138.00 ,17,Extreme Fear,#N/A
1583991000,44168.00 ,14,Extreme Fear,#N/A
1584077400,43903.00 ,10,Extreme Fear,#N/A
1584163800,43904.00 ,8,Extreme Fear,#N/A
1584250200,43905.00 ,12,Extreme Fear,#N/A
1584336600,43906.00 ,9,Extreme Fear,#N/A
1584423000,43907.00 ,8,Extreme Fear,#N/A
1584509400,43908.00 ,11,Extreme Fear,#N/A
1584595800,43909.00 ,12,Extreme Fear,#N/A
1584682200,43910.00 ,9,Extreme Fear,#N/A
1584768600,43911.00 ,9,Extreme Fear,#N/A
1584855000,43912.00 ,11,Extreme Fear,#N/A
1584941400,43913.00 ,10,Extreme Fear,#N/A
1585027800,43914.00 ,12,Extreme Fear,#N/A
1585114200,43915.00 ,13,Extreme Fear,#N/A
1585200600,43916.00 ,14,Extreme Fear,#N/A
1585287000,43917.00 ,12,Extreme Fear,#N/A
1585373400,43918.00 ,8,Extreme Fear,#N/A
1585459800,43919.00 ,12,Extreme Fear,#N/A
1585546200,43920.00 ,10,Extreme Fear,#N/A
1585632600,43921.00 ,12,Extreme Fear,#N/A
1585719000,43834.00 ,12,Extreme Fear,#N/A
1585805400,43865.00 ,14,Extreme Fear,#N/A
1585891800,43894.00 ,14,Extreme Fear,#N/A
1585978200,43925.00 ,12,Extreme Fear,#N/A
1586064600,43955.00 ,12,Extreme Fear,#N/A
1586151000,43986.00 ,12,Extreme Fear,#N/A
1586237400,44016.00 ,20,Extreme Fear,#N/A
1586323800,44047.00 ,21,Extreme Fear,#N/A
1586410200,44078.00 ,22,Extreme Fear,#N/A
1586496600,44108.00 ,15,Extreme Fear,#N/A
1586583000,44139.00 ,15,Extreme Fear,#N/A
1586669400,44169.00 ,10,Extreme Fear,#N/A
1586755800,43934.00 ,11,Extreme Fear,#N/A
1586842200,43935.00 ,15,Extreme Fear,#N/A
1586928600,43936.00 ,18,Extreme Fear,#N/A
1587015000,43937.00 ,13,Extreme Fear,#N/A
1587101400,43938.00 ,15,Extreme Fear,#N/A
1587187800,43939.00 ,18,Extreme Fear,#N/A
1587274200,43940.00 ,16,Extreme Fear,#N/A
1587360600,43941.00 ,15,Extreme Fear,#N/A
1587447000,43942.00 ,17,Extreme Fear,#N/A
1587533400,43943.00 ,19,Extreme Fear,#N/A
1587619800,43944.00 ,19,Extreme Fear,#N/A
1587706200,43945.00 ,20,Extreme Fear,#N/A
1587792600,43946.00 ,24,Extreme Fear,#N/A
1587879000,43947.00 ,21,Extreme Fear,#N/A
1587965400,43948.00 ,28,Fear,#N/A
1588051800,43949.00 ,26,Fear,#N/A
1588138200,43950.00 ,26,Fear,#N/A
1588224600,43951.00 ,44,Fear,#N/A
1588311000,43835.00 ,40,Fear,#N/A
1588397400,43866.00 ,40,Fear,#N/A
1588483800,43895.00 ,45,Neutral,#N/A
1588570200,43926.00 ,44,Fear,#N/A
1588656600,43956.00 ,40,Fear,#N/A
1588743000,43987.00 ,42,Fear,#N/A
1588829400,44017.00 ,49,Neutral,#N/A
1588915800,44048.00 ,55,Greed,#N/A
1589002200,44079.00 ,56,Greed,#N/A
1589088600,44109.00 ,48,Neutral,#N/A
1589175000,44140.00 ,40,Fear,#N/A
1589261400,44170.00 ,39,Fear,#N/A
1589347800,43964.00 ,41,Fear,#N/A
1589434200,43965.00 ,40,Fear,#N/A
1589520600,43966.00 ,44,Fear,#N/A
1589607000,43967.00 ,41,Fear,#N/A
1589693400,43968.00 ,40,Fear,#N/A
1589779800,43969.00 ,50,Neutral,#N/A
1589866200,43970.00 ,50,Neutral,#N/A
1589952600,43971.00 ,52,Neutral,#N/A
1590039000,43972.00 ,49,Neutral,#N/A
1590125400,43973.00 ,42,Fear,#N/A
1590211800,43974.00 ,40,Fear,#N/A
1590298200,43975.00 ,43,Fear,#N/A
1590384600,43976.00 ,41,Fear,#N/A
1590471000,43977.00 ,39,Fear,#N/A
1590557400,43978.00 ,39,Fear,#N/A
1590643800,43979.00 ,41,Fear,#N/A
1590730200,43980.00 ,48,Neutral,#N/A
1590816600,43981.00 ,48,Neutral,#N/A
1590903000,43982.00 ,51,Neutral,#N/A
1590989400,43836.00 ,50,Neutral,#N/A
1591075800,43867.00 ,56,Greed,#N/A
1591162200,43896.00 ,48,Neutral,#N/A
1591248600,43927.00 ,54,Neutral,#N/A
1591335000,43957.00 ,53,Neutral,#N/A
1591421400,43988.00 ,54,Neutral,#N/A
1591507800,44018.00 ,54,Neutral,#N/A
1591594200,44049.00 ,53,Neutral,#N/A
1591680600,44080.00 ,52,Neutral,#N/A
1591767000,44110.00 ,54,Neutral,#N/A
1591853400,44141.00 ,52,Neutral,#N/A
1591939800,44171.00 ,38,Fear,#N/A
1592026200,43995.00 ,38,Fear,#N/A
1592112600,43996.00 ,40,Fear,#N/A
1592199000,43997.00 ,37,Fear,#N/A
1592285400,43998.00 ,39,Fear,#N/A
1592371800,43999.00 ,38,Fear,#N/A
1592458200,44000.00 ,40,Fear,#N/A
1592544600,44001.00 ,39,Fear,#N/A
1592631000,44002.00 ,38,Fear,#N/A
1592717400,44003.00 ,37,Fear,#N/A
1592803800,44004.00 ,38,Fear,#N/A
1592890200,44005.00 ,41,Fear,#N/A
1592976600,44006.00 ,50,Neutral,#N/A
1593063000,44007.00 ,43,Fear,#N/A
1593149400,44008.00 ,40,Fear,#N/A
1593235800,44009.00 ,43,Fear,#N/A
1593322200,44010.00 ,40,Fear,#N/A
1593408600,44011.00 ,41,Fear,#N/A
1593495000,44012.00 ,44,Fear,#N/A
1593581400,43837.00 ,42,Fear,#N/A
1593667800,43868.00 ,42,Fear,#N/A
1593754200,43897.00 ,41,Fear,#N/A
1593840600,43928.00 ,40,Fear,#N/A
1593927000,43958.00 ,38,Fear,#N/A
1594013400,43989.00 ,40,Fear,#N/A
1594099800,44019.00 ,43,Fear,#N/A
1594186200,44050.00 ,44,Fear,#N/A
1594272600,44081.00 ,44,Fear,#N/A
1594359000,44111.00 ,41,Fear,#N/A
1594445400,44142.00 ,44,Fear,#N/A
1594531800,44172.00 ,41,Fear,#N/A
1594618200,44025.00 ,43,Fear,#N/A
1594704600,44026.00 ,43,Fear,#N/A
1594791000,44027.00 ,44,Fear,#N/A
1594877400,44028.00 ,43,Fear,#N/A
1594963800,44029.00 ,41,Fear,#N/A
1595050200,44030.00 ,44,Fear,#N/A
1595136600,44031.00 ,41,Fear,#N/A
1595223000,44032.00 ,44,Fear,#N/A
1595309400,44033.00 ,44,Fear,#N/A
1595395800,44034.00 ,50,Neutral,#N/A
1595482200,44035.00 ,55,Greed,#N/A
1595568600,44036.00 ,53,Neutral,#N/A
1595655000,44037.00 ,55,Greed,#N/A
1595741400,44038.00 ,55,Greed,#N/A
1595827800,44039.00 ,58,Greed,#N/A
1595914200,44040.00 ,76,Extreme Greed,#N/A
1596000600,44041.00 ,71,Greed,#N/A
1596087000,44042.00 ,76,Extreme Greed,#N/A
1596173400,44043.00 ,75,Extreme Greed,#N/A
1596259800,43838.00 ,75,Extreme Greed,#N/A
1596346200,43869.00 ,80,Extreme Greed,#N/A
1596432600,43898.00 ,75,Extreme Greed,#N/A
1596519000,43929.00 ,72,Greed,#N/A
1596605400,43959.00 ,75,Extreme Greed,#N/A
1596691800,43990.00 ,79,Extreme Greed,#N/A
1596778200,44020.00 ,77,Extreme Greed,#N/A
1596864600,44051.00 ,77,Extreme Greed,#N/A
1596951000,44082.00 ,79,Extreme Greed,#N/A
1597037400,44112.00 ,78,Extreme Greed,#N/A
1597123800,44143.00 ,84,Extreme Greed,#N/A
1597210200,44173.00 ,75,Extreme Greed,#N/A
1597296600,44056.00 ,75,Extreme Greed,#N/A
1597383000,44057.00 ,78,Extreme Greed,#N/A
1597469400,44058.00 ,79,Extreme Greed,#N/A
1597555800,44059.00 ,82,Extreme Greed,#N/A
1597642200,44060.00 ,83,Extreme Greed,#N/A
1597728600,44061.00 ,82,Extreme Greed,#N/A
1597815000,44062.00 ,80,Extreme Greed,#N/A
1597901400,44063.00 ,75,Extreme Greed,#N/A
1597987800,44064.00 ,81,Extreme Greed,#N/A
1598074200,44065.00 ,78,Extreme Greed,#N/A
1598160600,44066.00 ,76,Extreme Greed,#N/A
1598247000,44067.00 ,78,Extreme Greed,#N/A
1598333400,44068.00 ,75,Extreme Greed,#N/A
1598419800,44069.00 ,76,Extreme Greed,#N/A
1598506200,44070.00 ,75,Extreme Greed,#N/A
1598592600,44071.00 ,74,Greed,#N/A
1598679000,44072.00 ,79,Extreme Greed,#N/A
1598765400,44073.00 ,75,Extreme Greed,#N/A
1598851800,44074.00 ,75,Extreme Greed,#N/A
1598938200,43839.00 ,75,Extreme Greed,#N/A
1599024600,43870.00 ,83,Extreme Greed,#N/A
1599111000,43899.00 ,79,Extreme Greed,#N/A
1599197400,43930.00 ,40,Fear,#N/A
1599283800,43960.00 ,41,Fear,#N/A
1599370200,43991.00 ,41,Fear,#N/A
1599456600,44021.00 ,41,Fear,#N/A
1599543000,44052.00 ,41,Fear,#N/A
1599629400,44083.00 ,38,Fear,#N/A
1599715800,44113.00 ,38,Fear,#N/A
1599802200,44144.00 ,41,Fear,#N/A
1599888600,44174.00 ,41,Fear,#N/A
1599975000,44087.00 ,38,Fear,#N/A
1600061400,44088.00 ,39,Fear,#N/A
1600147800,44089.00 ,47,Neutral,#N/A
1600234200,44090.00 ,43,Fear,#N/A
1600320600,44091.00 ,48,Neutral,#N/A
1600407000,44092.00 ,49,Neutral,#N/A
1600493400,44093.00 ,48,Neutral,#N/A
1600579800,44094.00 ,52,Neutral,#N/A
1600666200,44095.00 ,48,Neutral,#N/A
1600752600,44096.00 ,39,Fear,#N/A
1600839000,44097.00 ,43,Fear,#N/A
1600925400,44098.00 ,39,Fear,#N/A
1601011800,44099.00 ,46,Neutral,#N/A
1601098200,44100.00 ,45,Neutral,#N/A
1601184600,44101.00 ,47,Neutral,#N/A
1601271000,44102.00 ,43,Fear,#N/A
1601357400,44103.00 ,45,Neutral,#N/A
1601443800,44104.00 ,49,Neutral,#N/A
1601530200,43840.00 ,45,Neutral,#N/A
1601616600,43871.00 ,41,Fear,#N/A
1601703000,43900.00 ,40,Fear,#N/A
1601789400,43931.00 ,42,Fear,#N/A
1601875800,43961.00 ,42,Fear,#N/A
1601962200,43992.00 ,47,Neutral,#N/A
1602048600,44022.00 ,43,Fear,#N/A
1602135000,44053.00 ,46,Neutral,#N/A
1602221400,44084.00 ,48,Neutral,#N/A
1602307800,44114.00 ,53,Neutral,#N/A
1602394200,44145.00 ,55,Greed,#N/A
1602480600,44175.00 ,52,Neutral,#N/A
1602567000,44117.00 ,56,Greed,#N/A
1602653400,44118.00 ,53,Neutral,#N/A
1602739800,44119.00 ,56,Greed,#N/A
1602826200,44120.00 ,52,Neutral,#N/A
1602912600,44121.00 ,56,Greed,#N/A
1602999000,44122.00 ,55,Greed,#N/A
1603085400,44123.00 ,55,Greed,#N/A
1603171800,44124.00 ,56,Greed,#N/A
1603258200,44125.00 ,61,Greed,#N/A
1603344600,44126.00 ,73,Greed,#N/A
1603431000,44127.00 ,74,Greed,#N/A
1603517400,44128.00 ,73,Greed,#N/A
1603603800,44129.00 ,76,Extreme Greed,#N/A
1603690200,44130.00 ,75,Extreme Greed,#N/A
1603776600,44131.00 ,61,Greed,#N/A
1603863000,44132.00 ,70,Greed,#N/A
1603949400,44133.00 ,67,Greed,#N/A
1604035800,44134.00 ,74,Greed,#N/A
1604122200,44135.00 ,73,Greed,#N/A
1604208600,43841.00 ,72,Greed,#N/A
1604295000,43872.00 ,71,Greed,#N/A
1604381400,43901.00 ,71,Greed,#N/A
1604467800,43932.00 ,74,Greed,#N/A
1604554200,43962.00 ,72,Greed,#N/A
1604640600,43993.00 ,90,Extreme Greed,#N/A
1604727000,44023.00 ,88,Extreme Greed,#N/A
1604813400,44054.00 ,82,Extreme Greed,#N/A
1604899800,44085.00 ,90,Extreme Greed,#N/A
1604986200,44115.00 ,90,Extreme Greed,#N/A
1605072600,44146.00 ,86,Extreme Greed,#N/A
1605159000,44176.00 ,87,Extreme Greed,#N/A
1605245400,44148.00 ,89,Extreme Greed,#N/A
1605331800,44149.00 ,90,Extreme Greed,#N/A
1605418200,44150.00 ,86,Extreme Greed,#N/A
1605504600,44151.00 ,90,Extreme Greed,#N/A
1605591000,44152.00 ,86,Extreme Greed,#N/A
1605677400,44153.00 ,91,Extreme Greed,#N/A
1605763800,44154.00 ,94,Extreme Greed,#N/A
1605850200,44155.00 ,86,Extreme Greed,#N/A
1605936600,44156.00 ,91,Extreme Greed,#N/A
1606023000,44157.00 ,94,Extreme Greed,#N/A
1606109400,44158.00 ,90,Extreme Greed,#N/A
1606195800,44159.00 ,88,Extreme Greed,#N/A
1606282200,44160.00 ,94,Extreme Greed,#N/A
1606368600,44161.00 ,93,Extreme Greed,#N/A
1606455000,44162.00 ,86,Extreme Greed,#N/A
1606541400,44163.00 ,87,Extreme Greed,#N/A
1606627800,44164.00 ,89,Extreme Greed,#N/A
1606714200,44165.00 ,88,Extreme Greed,#N/A
1606800600,43842.00 ,95,Extreme Greed,#N/A
1606887000,43873.00 ,92,Extreme Greed,#N/A
1606973400,43902.00 ,92,Extreme Greed,#N/A
1607059800,43933.00 ,92,Extreme Greed,#N/A
1607146200,43963.00 ,93,Extreme Greed,#N/A
1607232600,43994.00 ,95,Extreme Greed,#N/A
1607319000,44024.00 ,94,Extreme Greed,#N/A
1607405400,44055.00 ,95,Extreme Greed,#N/A
1607491800,44086.00 ,86,Extreme Greed,#N/A
1607578200,44116.00 ,94,Extreme Greed,#N/A
1607664600,44147.00 ,89,Extreme Greed,#N/A
1607751000,44177.00 ,90,Extreme Greed,#N/A
1607837400,44178.00 ,91,Extreme Greed,#N/A
1607923800,44179.00 ,95,Extreme Greed,#N/A
1608010200,44180.00 ,91,Extreme Greed,#N/A
1608096600,44181.00 ,92,Extreme Greed,#N/A
1608183000,44182.00 ,92,Extreme Greed,#N/A
1608269400,44183.00 ,95,Extreme Greed,#N/A
1608355800,44184.00 ,93,Extreme Greed,#N/A
1608442200,44185.00 ,92,Extreme Greed,#N/A
1608528600,44186.00 ,92,Extreme Greed,#N/A
1608615000,44187.00 ,88,Extreme Greed,#N/A
1608701400,44188.00 ,93,Extreme Greed,#N/A
1608787800,44189.00 ,86,Extreme Greed,#N/A
1608874200,44190.00 ,94,Extreme Greed,#N/A
1608960600,44191.00 ,93,Extreme Greed,#N/A
1609047000,44192.00 ,91,Extreme Greed,#N/A
1609133400,44193.00 ,92,Extreme Greed,#N/A
1609219800,44194.00 ,91,Extreme Greed,#N/A
1609306200,44195.00 ,91,Extreme Greed,#N/A
1609392600,44196.00 ,95,Extreme Greed,#N/A
1609479000,44197.00 ,94,Extreme Greed,#N/A
1609565400,44228.00 ,94,Extreme Greed,#N/A
1609651800,44256.00 ,93,Extreme Greed,#N/A
1609738200,44287.00 ,94,Extreme Greed,#N/A
1609824600,44317.00 ,93,Extreme Greed,#N/A
1609911000,44348.00 ,95,Extreme Greed,#N/A
1609997400,44378.00 ,91,Extreme Greed,#N/A
1610083800,44409.00 ,93,Extreme Greed,#N/A
1610170200,44440.00 ,93,Extreme Greed,#N/A
1610256600,44470.00 ,94,Extreme Greed,#N/A
1610343000,44501.00 ,90,Extreme Greed,#N/A
1610429400,44531.00 ,84,Extreme Greed,#N/A
1610515800,44209.00 ,78,Extreme Greed,#N/A
1610602200,44210.00 ,83,Extreme Greed,#N/A
1610688600,44211.00 ,88,Extreme Greed,#N/A
1610775000,44212.00 ,84,Extreme Greed,#N/A
1610861400,44213.00 ,79,Extreme Greed,#N/A
1610947800,44214.00 ,79,Extreme Greed,#N/A
1611034200,44215.00 ,80,Extreme Greed,#N/A
1611120600,44216.00 ,78,Extreme Greed,#N/A
1611207000,44217.00 ,75,Extreme Greed,#N/A
1611293400,44218.00 ,40,Fear,#N/A
1611379800,44219.00 ,74,Greed,#N/A
1611466200,44220.00 ,70,Greed,#N/A
1611552600,44221.00 ,74,Greed,#N/A
1611639000,44222.00 ,71,Greed,#N/A
1611725400,44223.00 ,78,Extreme Greed,#N/A
1611811800,44224.00 ,55,Greed,#N/A
1611898200,44225.00 ,77,Extreme Greed,#N/A
1611984600,44226.00 ,76,Extreme Greed,#N/A
1612071000,44227.00 ,78,Extreme Greed,#N/A
1612157400,44198.00 ,77,Extreme Greed,#N/A
1612243800,44229.00 ,76,Extreme Greed,#N/A
1612330200,44257.00 ,78,Extreme Greed,#N/A
1612416600,44288.00 ,80,Extreme Greed,#N/A
1612503000,44318.00 ,81,Extreme Greed,#N/A
1612589400,44349.00 ,84,Extreme Greed,#N/A
1612675800,44379.00 ,86,Extreme Greed,#N/A
1612762200,44410.00 ,83,Extreme Greed,#N/A
1612848600,44441.00 ,95,Extreme Greed,#N/A
1612935000,44471.00 ,92,Extreme Greed,#N/A
1613021400,44502.00 ,93,Extreme Greed,#N/A
1613107800,44532.00 ,92,Extreme Greed,#N/A
1613194200,44240.00 ,92,Extreme Greed,#N/A
1613280600,44241.00 ,95,Extreme Greed,#N/A
1613367000,44242.00 ,93,Extreme Greed,#N/A
1613453400,44243.00 ,95,Extreme Greed,#N/A
1613539800,44244.00 ,95,Extreme Greed,#N/A
1613626200,44245.00 ,91,Extreme Greed,#N/A
1613712600,44246.00 ,93,Extreme Greed,#N/A
1613799000,44247.00 ,91,Extreme Greed,#N/A
1613885400,44248.00 ,91,Extreme Greed,#N/A
1613971800,44249.00 ,94,Extreme Greed,#N/A
1614058200,44250.00 ,94,Extreme Greed,#N/A
1614144600,44251.00 ,76,Extreme Greed,#N/A
1614231000,44252.00 ,79,Extreme Greed,#N/A
1614317400,44253.00 ,55,Greed,#N/A
1614403800,44254.00 ,56,Greed,#N/A
1614490200,44255.00 ,55,Greed,#N/A
1614576600,44199.00 ,38,Fear,#N/A
1614663000,44230.00 ,78,Extreme Greed,#N/A
1614749400,44258.00 ,78,Extreme Greed,#N/A
1614835800,44289.00 ,84,Extreme Greed,#N/A
1614922200,44319.00 ,77,Extreme Greed,#N/A
1615008600,44350.00 ,77,Extreme Greed,#N/A
1615095000,44380.00 ,76,Extreme Greed,#N/A
1615181400,44411.00 ,81,Extreme Greed,#N/A
1615267800,44442.00 ,81,Extreme Greed,#N/A
1615354200,44472.00 ,68,Greed,#N/A
1615440600,44503.00 ,73,Greed,#N/A
1615527000,44533.00 ,70,Greed,#N/A
1615613400,44268.00 ,74,Greed,#N/A
1615699800,44269.00 ,78,Extreme Greed,#N/A
1615786200,44270.00 ,76,Extreme Greed,#N/A
1615872600,44271.00 ,71,Greed,#N/A
1615959000,44272.00 ,71,Greed,#N/A
